client_id	path	sentence	age	gender	accents	duration
936a	common_voice_en_21573426.mp3	After the prayer, Tobit dies at an advanced age.	adult	male_masculine	New Zealand English	3.866
937a	common_voice_en_17857566.mp3	The slush lay deep along the street.	adult	male_masculine	Welsh English	4.032
937a	common_voice_en_17857570.mp3	What should she tell him?	adult	male_masculine	Welsh English	2.976
938a	common_voice_en_24261272.mp3	This method has proven successful even in chronic cases.	adult	male_masculine		8.028
938a	common_voice_en_24261278.mp3	Lake Chad gave its name to the country of Chad.	adult	male_masculine		5.508
939a	common_voice_en_211446.mp3	Have you got the speech I gave you?	adult	male_masculine	Hong Kong English	3.168
939a	common_voice_en_211447.mp3	The road was so steep that the biker had to shift down a few gears.	adult	male_masculine	Hong Kong English	6.552
941a	common_voice_en_17990071.mp3	Diamonds are forever.	adult	male_masculine	United States English	2.28
941a	common_voice_en_17990072.mp3	Steam hissed from the broken valve.	adult	male_masculine	United States English	2.544
942a	common_voice_en_20685731.mp3	He can do a lot of things.	adult	male_masculine	India and South Asia (India, Pakistan, Sri Lanka)	4.344
942a	common_voice_en_20685733.mp3	Its county seat and largest city is Morgan.	adult	male_masculine	India and South Asia (India, Pakistan, Sri Lanka)	3.096
943a	common_voice_en_19966754.mp3	He went to the college preparatory academy affiliated with Oberlin College.	adult	male_masculine		7.344
943a	common_voice_en_19966755.mp3	Simon agrees fully.	adult	male_masculine		4.872
944a	common_voice_en_19015148.mp3	"Machine Head's ""Take My Scars"" was used as the film's theme song."	adult	male_masculine		6.96
944a	common_voice_en_19015151.mp3	But humble men keep to English and their own speech still.	adult	male_masculine		6.312
945a	common_voice_en_20548237.mp3	It is named after Pope Pius the Tenth.	adult	male_masculine		6.504
945a	common_voice_en_20548238.mp3	All but the last few compositions have been published.	adult	male_masculine		6.264
946a	common_voice_en_38073861.mp3	Electro swing is a later development, incorporating sampling, hip hop and house techniques.	adult	male_masculine	India and South Asia (India, Pakistan, Sri Lanka),United States English	6.876
946a	common_voice_en_38073864.mp3	In addition to extended reach, horizontal drilling drastically increases production.	adult	male_masculine	India and South Asia (India, Pakistan, Sri Lanka),United States English	5.796
947a	common_voice_en_19313467.mp3	De Bruijn sequences can also be constructed using shift registers or via finite fields.	adult	male_masculine		7.968
947a	common_voice_en_19313468.mp3	Peniche attended Portland Lutheran High School in Gresham, Oregon, where she was a cheerleader.	adult	male_masculine		8.76
948a	common_voice_en_15735758.mp3	To each his own.	adult	male_masculine		2.832
948a	common_voice_en_15735759.mp3	In twenty-twenty-five grandpa will celebrate his hundredth birthday.	adult	male_masculine		5.088
950a	common_voice_en_22967210.mp3	Hence the name.	adult	male_masculine		3.024
950a	common_voice_en_22967211.mp3	The reserve is located near Lake Victoria.	adult	male_masculine		4.296
952a	common_voice_en_25635320.mp3	Louis died of dysentery at the siege.	adult	male_masculine	United States English	3.924
952a	common_voice_en_25635326.mp3	Bob is badly injured and begs Charles for his help.	adult	male_masculine	United States English	4.32
953a	common_voice_en_19654552.mp3	"The chartist's philosophy is that ""history repeats itself""."	adult	male_masculine		5.136
953a	common_voice_en_19654564.mp3	In January, Eldon enrolled in Pasadena City College in Pasadena, California.	adult	male_masculine		7.224
954a	common_voice_en_10091129.mp3	By hook or by crook.	adult	male_masculine	United States English	5.376
954a	common_voice_en_10091130.mp3	Uranium and plutonium are radioactive.	adult	male_masculine	United States English	5.256
955a	common_voice_en_17561674.mp3	Do you ever doodle things on a piece of paper when you're bored?	adult	male_masculine	United States English	4.608
955a	common_voice_en_17561675.mp3	Sports, music, cooking and other topics are covered.	adult	male_masculine	United States English	4.56
957a	common_voice_en_27069841.mp3	Usually the onset of the startle response is a startle reflex reaction.	adult	male_masculine	United States English	6.48
957a	common_voice_en_27070191.mp3	The city is, therefore, well-defended by steep slopes to the north, east, and west.	adult	male_masculine	United States English	6.732
959a	common_voice_en_32222392.mp3	She encouraged female education in the state.	adult	male_masculine		4.608
959a	common_voice_en_32222394.mp3	The novel is part of the National Library of Australia.	adult	male_masculine		6.696
960a	common_voice_en_23853901.mp3	There was a peculiar similarity between himself and his wife.	adult	male_masculine		7.584
960a	common_voice_en_23853905.mp3	His current whereabouts are unknown.	adult	male_masculine		5.784
961a	common_voice_en_31563124.mp3	Credits adapted from Genius and Tidal.	adult	male_masculine		2.88
961a	common_voice_en_31563125.mp3	The headwear was partially lost.	adult	male_masculine		3.456
962a	common_voice_en_21290960.mp3	Where is that annoying sound coming from?	adult	male_masculine	United States English	3.36
962a	common_voice_en_21290961.mp3	Rosalia was born of a Norman noble family that claimed descent from Charlemagne.	adult	male_masculine	United States English	7.08
964a	common_voice_en_31661489.mp3	Klok was assigned the job of finishing the building.	adult	male_masculine		4.752
964a	common_voice_en_31661492.mp3	At one point there were seventy boys.	adult	male_masculine		4.032
965a	common_voice_en_21092392.mp3	If the drawee is a bank, the acceptance is called a banker's acceptance.	adult	male_masculine		6.888
965a	common_voice_en_21092395.mp3	The name Sywell is thought to mean seven wells.	adult	male_masculine		4.488
966a	common_voice_en_20273153.mp3	General Alexander Lawton's division in the Confederate center.	adult	male_masculine	England English	4.848
966a	common_voice_en_20273155.mp3	The album was self-produced by the band, with additional production from Phil Ek.	adult	male_masculine	England English	6.792
968a	common_voice_en_19214185.mp3	He has been admitted to District of Columbia and Oklahoma Bars.	adult	male_masculine	India and South Asia (India, Pakistan, Sri Lanka)	7.224
968a	common_voice_en_19214190.mp3	The Borgosatollo's area is cross by Brescia-Parma railway.	adult	male_masculine	India and South Asia (India, Pakistan, Sri Lanka)	7.344
969a	common_voice_en_38551516.mp3	Is self-described as the Gateway to Big Hill Lake.	adult	male_masculine	England English	4.248
969a	common_voice_en_38551519.mp3	A second attempt is ongoing.	adult	male_masculine	England English	2.556
970a	common_voice_en_22709692.mp3	He eventually accepted a job with the New Brunswick civil service.	adult	male_masculine		6.984
970a	common_voice_en_22709694.mp3	Ten of the season's nineteen known storms attained hurricane status.	adult	male_masculine		6.024
973a	common_voice_en_17498599.mp3	Living alone, she made solitude her best friend.	adult	male_masculine	India and South Asia (India, Pakistan, Sri Lanka)	3.624
973a	common_voice_en_17498601.mp3	What can we do?	adult	male_masculine	India and South Asia (India, Pakistan, Sri Lanka)	1.824
974a	common_voice_en_20239311.mp3	In the north-east, it encountered intermittent Lithuanian and Prussian raids.	adult	male_masculine		6.024
974a	common_voice_en_20239313.mp3	The iron cycle affects dust deposition and aerosol iron bioavailability.	adult	male_masculine		6.744
978a	common_voice_en_18319602.mp3	I came for information more out of curiosity than anything else.	adult	male_masculine		6.312
978a	common_voice_en_18319616.mp3	How do I close this window?	adult	male_masculine		3.384
980a	common_voice_en_609240.mp3	Fore-warned is fore-armed.	adult	male_masculine	England English	3.024
980a	common_voice_en_609251.mp3	Cheerfulness smooths the road of life.	adult	male_masculine	England English	3.744
981a	common_voice_en_214715.mp3	You need more evidence than that.	adult	male_masculine	England English	6.984
981a	common_voice_en_214716.mp3	Self praise is no recomendation.	adult	male_masculine	England English	6.264
982a	common_voice_en_21568217.mp3	"It was listed in Alan Dawson's ""The Relative Hills of Britain"" as a Marilyn."	adult	male_masculine	United States English	8.232
982a	common_voice_en_21568219.mp3	Though he had lost political favor, Zeami continued to write prolifically.	adult	male_masculine	United States English	6.36
983a	common_voice_en_17643490.mp3	What do you want of me?	adult	male_masculine		3.144
983a	common_voice_en_17643492.mp3	I like the city, but in July it is too hot.	adult	male_masculine		5.328
984a	common_voice_en_17911375.mp3	The bill was paid every third week.	adult	male_masculine		3.456
984a	common_voice_en_17911377.mp3	Whether and how to ethically kill lobsters is disputed.	adult	male_masculine		5.184
985a	common_voice_en_16030401.mp3	Boris the lion cried like a donkey.	adult	male_masculine	India and South Asia (India, Pakistan, Sri Lanka)	3.48
985a	common_voice_en_16030412.mp3	Jerk the cord, and out tumbles the gold.	adult	male_masculine	India and South Asia (India, Pakistan, Sri Lanka)	3.264
987a	common_voice_en_24278994.mp3	He was buried at Blossom Hill Cemetery in Concord.	adult	male_masculine		5.58
987a	common_voice_en_24278995.mp3	Its rank is called the Picard number.	adult	male_masculine		4.5
989a	common_voice_en_39605388.mp3	Next to the grades is given the community in which each school is located.	adult	male_masculine		5.724
989a	common_voice_en_39605426.mp3	He also served as associate producer and graphics operator on Giants telecasts.	adult	male_masculine		5.256
990a	common_voice_en_332845.mp3	I hope some of the lines make you smile.	adult	male_masculine		3.72
990a	common_voice_en_332846.mp3	A serenade an evening concert in the open air	adult	male_masculine		3.984
992a	common_voice_en_31571031.mp3	The mouth of the Pago River is along the southwestern shore of Pago Bay.	adult	male_masculine		5.94
992a	common_voice_en_31571033.mp3	With Donnie and Norm.	adult	male_masculine		3.24
994a	common_voice_en_20278400.mp3	It was the beginning of a close and lifelong friendship between the two.	adult	male_masculine	United States English	7.848
994a	common_voice_en_20278402.mp3	"Early published name variations include ""Cannon-opolis"" and ""Cannapolis""."	adult	male_masculine	United States English	9.624
997a	common_voice_en_23846478.mp3	Some nails made today are galvanized.	adult	male_masculine		6.008
997a	common_voice_en_23846481.mp3	A secret mission control center in Sunnyvale, California participated in monitoring the flight.	adult	male_masculine		8.124
999a	common_voice_en_32293893.mp3	The film was produced by Ramesh Yadav under the banner Royal Pictures.	adult	male_masculine		5.976
999a	common_voice_en_32293894.mp3	Brown won the Ivy League championship.	adult	male_masculine		3.78
1000a	common_voice_en_203202.mp3	There is a counter on the top left of the web page.	adult	male_masculine		4.656
1000a	common_voice_en_203204.mp3	Kill two birds with the one stone.	adult	male_masculine		3.48
1001a	common_voice_en_17819664.mp3	Silence is golden.	adult	male_masculine	India and South Asia (India, Pakistan, Sri Lanka)	2.184
1001a	common_voice_en_17819665.mp3	My niece sent me a nice photo of Moscow via email.	adult	male_masculine	India and South Asia (India, Pakistan, Sri Lanka)	4.416
1003a	common_voice_en_18340485.mp3	Websites must respect the privacy of its users.	adult	male_masculine	India and South Asia (India, Pakistan, Sri Lanka)	8.736
1003a	common_voice_en_18340487.mp3	School is cancelled due to the fifty-foot dinosaur ravaging the area.	adult	male_masculine	India and South Asia (India, Pakistan, Sri Lanka)	9.024
1005a	common_voice_en_19729842.mp3	Kieu Chinh and Anderson continue to serve as the Fund's co-chair.	adult	male_masculine	India and South Asia (India, Pakistan, Sri Lanka)	5.76
1005a	common_voice_en_19729843.mp3	Paulding is largely a bedroom community.	adult	male_masculine	India and South Asia (India, Pakistan, Sri Lanka)	4.344
1006a	common_voice_en_17405092.mp3	You are welcome, I suppose.	adult	male_masculine	India and South Asia (India, Pakistan, Sri Lanka)	3.264
1006a	common_voice_en_17409794.mp3	Is he a drunkard or what?	adult	male_masculine	India and South Asia (India, Pakistan, Sri Lanka)	2.184
1007a	common_voice_en_18234239.mp3	Also, at many places it was hard to leave the water.	adult	male_masculine	United States English	4.272
1007a	common_voice_en_18234248.mp3	The TNT blows up the granite, forming a tunnel to the coal and iron ore.	adult	male_masculine	United States English	5.808
1008a	common_voice_en_18359954.mp3	Virginia does not know how to fly the kite.	adult	male_masculine	United States English	3.744
1008a	common_voice_en_18359988.mp3	Open the window.	adult	male_masculine	United States English	2.304
1009a	common_voice_en_22926410.mp3	Over the years he was involved in many disagreements with management.	adult	male_masculine		5.496
1009a	common_voice_en_22926411.mp3	The town is adjacent to Binghamton and forms a suburb to that city.	adult	male_masculine		6.864
1010a	common_voice_en_22883988.mp3	Outside his music interests, Clarke was an automobile enthusiast.	adult	male_masculine		6.24
1010a	common_voice_en_22883992.mp3	He wrote many books on Jihad in Urdu.	adult	male_masculine		4.56
1011a	common_voice_en_22495699.mp3	There are two described species, both endemic to Brazil.	adult	male_masculine	India and South Asia (India, Pakistan, Sri Lanka)	4.536
1011a	common_voice_en_22495717.mp3	She was awarded a battle honour.	adult	male_masculine	India and South Asia (India, Pakistan, Sri Lanka)	2.664
1012a	common_voice_en_20338890.mp3	The national park is wholly contained by the Beagle Commonwealth Marine Reserve.	adult	male_masculine		9.36
1012a	common_voice_en_20338892.mp3	The bundle is held together with rings made from strips of palm fronds.	adult	male_masculine		8.088
1014a	common_voice_en_17864432.mp3	Simon tried to evade, but Timmy restrained him.	adult	male_masculine	United States English	6.264
1014a	common_voice_en_17864433.mp3	If we actually do want it solved, it will be.	adult	male_masculine	United States English	4.992
1015a	common_voice_en_22968575.mp3	There is no intermediate status; nobody in enemy hands can be outside the law.	adult	male_masculine	India and South Asia (India, Pakistan, Sri Lanka)	7.752
1015a	common_voice_en_22968579.mp3	Some dances show primarily a single influence.	adult	male_masculine	India and South Asia (India, Pakistan, Sri Lanka)	5.496
1016a	common_voice_en_17956814.mp3	Today, people in the city are very thankful for this fact.	adult	male_masculine	United States English	4.152
1016a	common_voice_en_17956817.mp3	Fair exchange is no robbery.	adult	male_masculine	United States English	3.96
1017a	common_voice_en_19939775.mp3	It also includes the large army base, Catterick Garrison.	adult	male_masculine	England English	5.424
1017a	common_voice_en_19939781.mp3	The water then flows out of the swamps as the Luapula River.	adult	male_masculine	England English	5.184
1018a	common_voice_en_687473.mp3	what is the forecast for chillier conditions at Calipuy National Reservation	adult	male_masculine		6.096
1018a	common_voice_en_687474.mp3	I'll tell you why they did it.	adult	male_masculine		3.048
1019a	common_voice_en_21300205.mp3	Shakespeare was forced to change the name after complaints from Oldcastle's descendants.	adult	male_masculine		7.824
1019a	common_voice_en_21300206.mp3	He also describes his subsequent growing disillusionment with the church and its teachings.	adult	male_masculine		7.296
1020a	common_voice_en_17281451.mp3	Grow angry slowly, there's plenty of time.	adult	male_masculine	India and South Asia (India, Pakistan, Sri Lanka)	6.672
1020a	common_voice_en_17281452.mp3	I'm not really sure what's involved in that.	adult	male_masculine	India and South Asia (India, Pakistan, Sri Lanka)	5.136
1021a	common_voice_en_31695208.mp3	Sixteen teams participated.	adult	male_masculine		3.636
1021a	common_voice_en_31695388.mp3	Colonel Malek Medical College was named after him.	adult	male_masculine		5.508
1022a	common_voice_en_170659.mp3	She's a wonderful person.	adult	male_masculine	United States English	2.904
1022a	common_voice_en_170661.mp3	Don't listen to that.	adult	male_masculine	United States English	3.144
1023a	common_voice_en_31511849.mp3	Suspension of work activities and sport events has already been ordered in those areas.	adult	male_masculine		7.2
1023a	common_voice_en_31511854.mp3	Solnechny is the nearest rural locality.	adult	male_masculine		4.86
1026a	common_voice_en_18222293.mp3	Leaves turn brown and yellow in the fall.	adult	male_masculine	United States English	4.704
1026a	common_voice_en_18222295.mp3	A whiff of it will cure the most stubborn cold.	adult	male_masculine	United States English	5.112
1027a	common_voice_en_17668574.mp3	If I had the choice between honey and jam, I would choose the latter.	adult	male_masculine	United States English	5.544
1027a	common_voice_en_17668576.mp3	Did you really think it through?	adult	male_masculine	United States English	2.496
1028a	common_voice_en_20928833.mp3	She took up her hat and pinned it on.	adult	male_masculine	India and South Asia (India, Pakistan, Sri Lanka)	4.992
1028a	common_voice_en_20928834.mp3	Via his step-daughter, he was father-in-law to Labour politician Raymond Johansen.	adult	male_masculine	India and South Asia (India, Pakistan, Sri Lanka)	9.144
1029a	common_voice_en_18516103.mp3	Please get to the back of the queue!	adult	male_masculine		3.336
1029a	common_voice_en_18516104.mp3	Then do it, he said with a smug grin.	adult	male_masculine		3.744
1030a	common_voice_en_18262068.mp3	They doubled the height.	adult	male_masculine	United States English	3.48
1030a	common_voice_en_18262069.mp3	This is a tenet of the software pattern.	adult	male_masculine	United States English	4.2
1031a	common_voice_en_18368313.mp3	Thin rolls of paste prepared of flour, cheese, yolks of eggs, sugar, and saffron.	adult	male_masculine	England English	7.104
1031a	common_voice_en_18368330.mp3	There is no fighting against fate.	adult	male_masculine	England English	4.056
1032a	common_voice_en_6640942.mp3	And for what purpose?	adult	male_masculine		2.976
1032a	common_voice_en_6640943.mp3	Ninety five lines and no more, that's it.	adult	male_masculine		7.344
1033a	common_voice_en_19496792.mp3	The size of the Latino community has also increased.	adult	male_masculine		5.856
1033a	common_voice_en_19496793.mp3	They don't find anything.	adult	male_masculine		3.384
1034a	common_voice_en_19954078.mp3	Historically, manufacturing tended to be more open to international trade and competition than services.	adult	male_masculine	United States English	9.96
1034a	common_voice_en_19954083.mp3	The artist made a mistake with the boundaries between Peru and Ecuador.	adult	male_masculine	United States English	6.72
1038a	common_voice_en_18813644.mp3	His releases were mostly with Ravindra Rawal.	adult	male_masculine	India and South Asia (India, Pakistan, Sri Lanka)	10.464
1038a	common_voice_en_18813645.mp3	It starred Hawks, Jack Dee, Doon Mackichan, Ben Miller, Alistair McGowan and Charlotte Page.	adult	male_masculine	India and South Asia (India, Pakistan, Sri Lanka)	9.96
1039a	common_voice_en_17732764.mp3	They chose to build strong stone walls around the city.	adult	male_masculine	India and South Asia (India, Pakistan, Sri Lanka)	7.296
1039a	common_voice_en_17732768.mp3	Check the main features on the website.	adult	male_masculine	India and South Asia (India, Pakistan, Sri Lanka)	2.904
1040a	common_voice_en_19725497.mp3	The highway progresses southward along Morris Avenue through a large business district.	adult	male_masculine		7.752
1040a	common_voice_en_19725499.mp3	Duffy's use of language is very powerful and passionate.	adult	male_masculine		5.592
1043a	common_voice_en_534194.mp3	You mean you don't approve of my having a baby?	adult	male_masculine	United States English	3.384
1043a	common_voice_en_534195.mp3	And don't forget to make him wear his raincoat in London.	adult	male_masculine	United States English	4.296
1044a	common_voice_en_17762225.mp3	Beggars can't be choosers.	adult	male_masculine		2.52
1044a	common_voice_en_17762228.mp3	To fall into the house with the door to blurt out something to put it bluntly.	adult	male_masculine		5.664
1045a	common_voice_en_25126314.mp3	The council is based in Manby near Louth.	adult	male_masculine		6.048
1045a	common_voice_en_25126315.mp3	Francey was born in Ayrshire, Scotland.	adult	male_masculine		4.5
1046a	common_voice_en_37153340.mp3	The most updated Senate version however allows Native Hawaiians to pursue claims in court.	adult	male_masculine		8.28
1046a	common_voice_en_37153341.mp3	It may have an essential part or none.	adult	male_masculine		4.14
1047a	common_voice_en_19520255.mp3	I'm getting better.	adult	male_masculine		2.616
1047a	common_voice_en_19520257.mp3	Of them all this is the worthiest and of most dignity.	adult	male_masculine		5.544
1048a	common_voice_en_21230884.mp3	"Now a joint station, the latter became known as ""Leamington Spa General"" after Nationalisation."	adult	male_masculine		9.888
1048a	common_voice_en_21230886.mp3	Need for Speed: High Stakes received positive reviews.	adult	male_masculine		6.36
1049a	common_voice_en_18014309.mp3	The hostess taught the new maid to serve.	adult	male_masculine	Southern African (South Africa, Zimbabwe, Namibia)	4.392
1049a	common_voice_en_18014311.mp3	One of the world's biggest problems is the growth of the human population.	adult	male_masculine	Southern African (South Africa, Zimbabwe, Namibia)	5.472
1050a	common_voice_en_18725229.mp3	The Borgata is suing Gemaco as well as Ivey.	adult	male_masculine		9.264
1050a	common_voice_en_18725234.mp3	After the war he attended Stanford University where he met his future wife, Eleanor.	adult	male_masculine		10.272
1051a	common_voice_en_17879256.mp3	The meek shall inherit the earth.	adult	male_masculine	United States English	3.0
1051a	common_voice_en_17879261.mp3	To her amazement, she found a supermarket trolley lying on the seabed.	adult	male_masculine	United States English	4.944
1052a	common_voice_en_17277020.mp3	Very well, very well.	adult	male_masculine	India and South Asia (India, Pakistan, Sri Lanka)	3.504
1052a	common_voice_en_17277022.mp3	Did you check your laser?	adult	male_masculine	India and South Asia (India, Pakistan, Sri Lanka)	4.584
1053a	common_voice_en_19666439.mp3	Washington is thus one of the largest cities where seven-digit dialing is still possible.	adult	male_masculine	India and South Asia (India, Pakistan, Sri Lanka)	6.912
1053a	common_voice_en_19666442.mp3	Sweden won the group and advanced to the quarter-finals, along with Denmark.	adult	male_masculine	India and South Asia (India, Pakistan, Sri Lanka)	8.472
1055a	common_voice_en_17340418.mp3	Where did the clouds come from?	adult	male_masculine	India and South Asia (India, Pakistan, Sri Lanka)	2.856
1055a	common_voice_en_17340423.mp3	Considering the growth of human population, insects might be the food of the future.	adult	male_masculine	India and South Asia (India, Pakistan, Sri Lanka)	6.024
1056a	common_voice_en_23835356.mp3	"He also composed the theme song, ""Bit by Bit"", sung by Stephanie Mills."	adult	male_masculine	India and South Asia (India, Pakistan, Sri Lanka)	7.104
1056a	common_voice_en_23835357.mp3	Another house guest was Walter Hayes, vice-president of Ford of Europe.	adult	male_masculine	India and South Asia (India, Pakistan, Sri Lanka)	8.184
1057a	common_voice_en_19031179.mp3	The nights are cool, even in summer.	adult	male_masculine		5.064
1057a	common_voice_en_19031181.mp3	Cases are heard by a panel of three judges.	adult	male_masculine		6.384
1058a	common_voice_en_560792.mp3	Please find me the work, Ace of Spades.	adult	male_masculine		4.608
1058a	common_voice_en_560793.mp3	The trees swayed uniformly in the breeze.	adult	male_masculine		4.464
1059a	common_voice_en_17264719.mp3	What could it mean?	adult	male_masculine		4.968
1059a	common_voice_en_17264720.mp3	When blending is activated, the alpha channel is used to encode the opacity of a texture.	adult	male_masculine		7.656
1060a	common_voice_en_18712690.mp3	Between Perth and Guildford the river goes through several loops.	adult	male_masculine		7.776
1060a	common_voice_en_18712692.mp3	Hawkins claimed to observe numerous alignments, both lunar and solar.	adult	male_masculine		7.968
1061a	common_voice_en_17801051.mp3	A heavy purse makes a light heart.	adult	male_masculine		4.224
1061a	common_voice_en_17801053.mp3	That one was my favorite!	adult	male_masculine		3.456
1062a	common_voice_en_34082125.mp3	His wife Emma was an immigrant from Germany.	adult	male_masculine		3.78
1062a	common_voice_en_34082129.mp3	Azerbaijan entered one male boxer into the Olympic tournament.	adult	male_masculine		4.5
1063a	common_voice_en_18091082.mp3	Phil, will you take a stance on this matter?	adult	male_masculine	United States English	4.992
1063a	common_voice_en_18091086.mp3	Second, the mines around the city got depleted.	adult	male_masculine	United States English	5.28
1064a	common_voice_en_17852644.mp3	Policemen consider the mafia responsible for the massacre.	adult	male_masculine		5.544
1064a	common_voice_en_17852657.mp3	The new patch is less invasive than the old one, but still causes regressions.	adult	male_masculine		6.24
1065a	common_voice_en_22334089.mp3	Electric shears, a wrecking ball and oxy-acetylene torches were used.	adult	male_masculine	India and South Asia (India, Pakistan, Sri Lanka)	6.264
1065a	common_voice_en_22334090.mp3	It remained in the group's live set after Halliwell's departure.	adult	male_masculine	India and South Asia (India, Pakistan, Sri Lanka)	5.256
1067a	common_voice_en_18383407.mp3	"Elvis Presley is often called the ""King of Rock and Roll""."	adult	male_masculine		5.88
1067a	common_voice_en_18383408.mp3	Jennifer is very creative.	adult	male_masculine		5.88
1068a	common_voice_en_340431.mp3	Hey look, a flying pig!	adult	male_masculine	United States English	3.624
1068a	common_voice_en_340432.mp3	I love chocolate candies.	adult	male_masculine	United States English	5.904
1069a	common_voice_en_17260058.mp3	When blending is activated, the alpha channel is used to encode the opacity of a texture.	adult	male_masculine	United States English	8.208
1069a	common_voice_en_17260060.mp3	They were spaced out, in rows three feet apart.	adult	male_masculine	United States English	6.168
1070a	common_voice_en_19041344.mp3	"Retrospective criticism for ""Virtual Boy Wario Land"" has been more universally favorable."	adult	male_masculine		9.528
1070a	common_voice_en_19041345.mp3	The two newspapers published a combined Sunday edition.	adult	male_masculine		5.64
1071a	common_voice_en_20502347.mp3	He suggested a cut from near Wansford to Driffield Beck.	adult	male_masculine		9.912
1071a	common_voice_en_20502348.mp3	"Pietro and Luna go on to find other mutants that Pietro will ""help""."	adult	male_masculine		8.832
1072a	common_voice_en_18274245.mp3	What is your recipe?	adult	male_masculine	United States English	3.264
1072a	common_voice_en_18274248.mp3	There is an increasing number of people being internally displaced due to climate change.	adult	male_masculine	United States English	6.624
1073a	common_voice_en_17250258.mp3	Forget it, there is no such thing.	adult	male_masculine	United States English	4.536
1073a	common_voice_en_17250259.mp3	Well, I think so.	adult	male_masculine	United States English	2.856
1074a	common_voice_en_17269125.mp3	Is he a drunkard or what?	adult	male_masculine	United States English	7.872
1074a	common_voice_en_17269127.mp3	Quiet down, will you?	adult	male_masculine	United States English	4.944
1075a	common_voice_en_20556516.mp3	Stephen the First, the first king of Hungary, founded an episcopate there.	adult	male_masculine	India and South Asia (India, Pakistan, Sri Lanka)	8.688
1075a	common_voice_en_20556517.mp3	Dunbar takes action but also takes a bullet leaving him blind.	adult	male_masculine	India and South Asia (India, Pakistan, Sri Lanka)	6.048
1076a	common_voice_en_17760196.mp3	When you hear the bell, come quickly.	adult	male_masculine	India and South Asia (India, Pakistan, Sri Lanka)	3.6
1076a	common_voice_en_17760198.mp3	The longest way round is the sweetest way home.	adult	male_masculine	India and South Asia (India, Pakistan, Sri Lanka)	4.872
1077a	common_voice_en_413120.mp3	To be liberal at another's expense	adult	male_masculine		7.752
1077a	common_voice_en_413121.mp3	Are you going to Kyoto this June?	adult	male_masculine		7.824
1079a	common_voice_en_31901950.mp3	It was written by Stuart Adamson and produced by Pat Moran.	adult	male_masculine		6.48
1079a	common_voice_en_31901954.mp3	Lower down the spurs were unaltered or slightly altered sandstone and shales.	adult	male_masculine		7.308
1080a	common_voice_en_21264423.mp3	Armstrong recalled, We wanted to be firing on all cylinders.	adult	male_masculine		6.336
1080a	common_voice_en_21264428.mp3	By this time Singingfish was clearly the dominant multimedia search engine.	adult	male_masculine		5.784
1081a	common_voice_en_38660486.mp3	Be true from day to day.	adult	male_masculine		4.068
1081a	common_voice_en_38660489.mp3	The former shipyard area is now part of the Old Shipyard Beach Campground.	adult	male_masculine		8.64
1082a	common_voice_en_17776100.mp3	What does it all mean?	adult	male_masculine	England English	3.816
1082a	common_voice_en_17776103.mp3	You're a good lad, you know? he told his son with stern eyes.	adult	male_masculine	England English	4.176
1083a	common_voice_en_19382249.mp3	Gerald is acquitted.	adult	male_masculine		3.864
1083a	common_voice_en_19382251.mp3	Baxter is buried at Bulawayo Town Cemetery, Bulawayo, Zimbabwe.	adult	male_masculine		5.064
1085a	common_voice_en_17886429.mp3	Imperial diet.	adult	male_masculine	United States English	3.216
1085a	common_voice_en_17886433.mp3	Our galaxy, the Milky Way, apparently contains dark matter.	adult	male_masculine	United States English	4.128
1086a	common_voice_en_17365159.mp3	Well, it seems that I am running out of cereals for breakfast.	adult	male_masculine	United States English	4.584
1086a	common_voice_en_17365160.mp3	Where is my dress?	adult	male_masculine	United States English	2.448
1087a	common_voice_en_1156671.mp3	I'm planning to buy some topological maps for my research.	adult	male_masculine	United States English	4.824
1087a	common_voice_en_1201189.mp3	A loveless life is a living death.	adult	male_masculine	United States English	3.312
1088a	common_voice_en_19182187.mp3	There he won the Director's Cup and the medal in history.	adult	male_masculine	Irish English	5.496
1088a	common_voice_en_19182190.mp3	In fact, this game is a draw, if neither side makes mistakes.	adult	male_masculine	Irish English	4.296
1090a	common_voice_en_37077375.mp3	The wealth can be seen in the large houses which still dominate the town.	adult	male_masculine		8.1
1090a	common_voice_en_37077382.mp3	"Toby responds that he's heard her joke before, implying that he's seen ""Duck Soup""."	adult	male_masculine		10.476
1091a	common_voice_en_17250571.mp3	So, what are your plans for tonight?	adult	male_masculine		6.624
1091a	common_voice_en_17250578.mp3	What does this mean?	adult	male_masculine		3.792
1092a	common_voice_en_1324730.mp3	Heaven forbid!	adult	male_masculine		6.144
1092a	common_voice_en_1324732.mp3	The young kid jumped the rusty gate.	adult	male_masculine		6.696
1093a	common_voice_en_24739116.mp3	Many such mysteries surround the Cuerdale trove.	adult	male_masculine		5.724
1093a	common_voice_en_24739118.mp3	He worked in banking and international trade for over a decade.	adult	male_masculine		4.896
1094a	common_voice_en_18233789.mp3	I don't say that.	adult	male_masculine	Canadian English	2.304
1094a	common_voice_en_18233791.mp3	We got off with a slap on the wrist.	adult	male_masculine	Canadian English	3.336
1095a	common_voice_en_17644669.mp3	Together, we can rule the world!	adult	male_masculine	India and South Asia (India, Pakistan, Sri Lanka)	3.096
1095a	common_voice_en_17644670.mp3	What do you mean?	adult	male_masculine	India and South Asia (India, Pakistan, Sri Lanka)	2.256
